source_id	derivative_id	subjects_num	sessions_num	output_num	output_size	nifti_num	nifti_size	html_num
ds003020	MRIQC-23.0.1	8	52	316	0	0	0	0
ds003020	fMRIPrep-23.0.1	8	104	23528	1575313974968	9528	1547834387890	0
