source_id	subjects_num	sessions_num	sessions_min	sessions_max	bold_num	t1w_num	t2w_num	bold_size	t1w_size	bold_size_max	bold_duration_total	bold_duration_mean	bold_voxels_total	bold_voxels_mean	bold_tasks	bold_timepoints	bold_trs	datatypes
ds003020	9	92	6	16	562	9	0	136689075522	30640737	243218995	378734.0	673.9039145907474	214135488	381024.0	AudioMotorLocalizer,AuditoryLocalizer,CategoryLocalizer1,CategoryLocalizer2,CategoryLocalizer3,MotorLocalizer,adollshouse,adventuresinsayingyes,afatherscover,againstthewind,alternateithicatom,avatar,backsideofthestorm,becomingindian,beneaththemushroomcloud,birthofanation,bluehope,breakingupintheageofgoogle,buck,catfishingstrangerstofindmyself,cautioneating,christmas1940,cocoonoflove,comingofageondeathrow,exorcism,eyespy,firetestforlove,food,forgettingfear,fromboyhoodtofatherhood,gangstersandcookies,goingthelibertyway,goldiethegoldfish,golfclubbing,gpsformylostidentity,hangtime,haveyoumethimyet,howtodraw,ifthishaircouldtalk,inamoment,itsabox,jugglingandjesus,kiksuya,leavingbaghdad,legacy,life,lifeanddeathontheoregontrail,lifereimagined,listo,mayorofthefreaks,metsmagic,mybackseatviewofagreatromance,myfathershands,myfirstdaywiththeyankees,naked,notontheusualtour,odetostepfather,onlyonewaytofindout,penpal,quietfire,reachingoutbetweenthebars,shoppinginchina,singlewomanseekingmanwich,sloth,souls,stagefright,stumblinginthedark,superheroesjustforeachother,sweetaspie,swimmingwithastronauts,thatthingonmyarm,theadvancedbeginner,theclosetthatateeverything,thecurse,thefreedomridersandme,theinterview,thepostmanalwayscalls,theshower,thetiniestbouquet,thetriangleshirtwaistconnection,threemonths,thumbsup,tildeath,treasureisland,undertheinfluence,vixenandtheussr,waitingtogo,whenmothersbullyback,wheretheressmoke,wildwomenanddancingqueens	189367	{"2.0":562}	anat,func
